InspectionID,RunID,EmployeeID,InspectedAt,Notes
1305,1305,3,2024-11-22 09:00:00,Inspection completed for run 1305
1306,1306,4,2024-11-22 15:00:00,Inspection completed for run 1306
1307,1307,5,2024-11-22 21:00:00,Inspection completed for run 1307
1308,1308,6,2024-11-23 03:00:00,Inspection completed for run 1308
1309,1309,1,2024-11-23 09:00:00,Inspection completed for run 1309
1310,1310,2,2024-11-23 15:00:00,Inspection completed for run 1310
1311,1311,3,2024-11-23 21:00:00,Inspection completed for run 1311
1312,1312,4,2024-11-24 03:00:00,Inspection completed for run 1312
1313,1313,5,2024-11-24 09:00:00,Inspection completed for run 1313
1314,1314,6,2024-11-24 15:00:00,Inspection completed for run 1314
1315,1315,1,2024-11-24 21:00:00,Inspection completed for run 1315
1316,1316,2,2024-11-25 03:00:00,Inspection completed for run 1316
1317,1317,3,2024-11-25 09:00:00,Inspection completed for run 1317
1318,1318,4,2024-11-25 15:00:00,Inspection completed for run 1318
1319,1319,5,2024-11-25 21:00:00,Inspection completed for run 1319
1320,1320,6,2024-11-26 03:00:00,Inspection completed for run 1320
1321,1321,1,2024-11-26 09:00:00,Inspection completed for run 1321
1322,1322,2,2024-11-26 15:00:00,Inspection completed for run 1322
1323,1323,3,2024-11-26 21:00:00,Inspection completed for run 1323
1324,1324,4,2024-11-27 03:00:00,Inspection completed for run 1324
1325,1325,5,2024-11-27 09:00:00,Inspection completed for run 1325
1326,1326,6,2024-11-27 15:00:00,Inspection completed for run 1326
1327,1327,1,2024-11-27 21:00:00,Inspection completed for run 1327
1328,1328,2,2024-11-28 03:00:00,Inspection completed for run 1328
1329,1329,3,2024-11-28 09:00:00,Inspection completed for run 1329
1330,1330,4,2024-11-28 15:00:00,Inspection completed for run 1330
1331,1331,5,2024-11-28 21:00:00,Inspection completed for run 1331
1332,1332,6,2024-11-29 03:00:00,Inspection completed for run 1332
1333,1333,1,2024-11-29 09:00:00,Inspection completed for run 1333
1334,1334,2,2024-11-29 15:00:00,Inspection completed for run 1334
1335,1335,3,2024-11-29 21:00:00,Inspection completed for run 1335
1336,1336,4,2024-11-30 03:00:00,Inspection completed for run 1336
1337,1337,5,2024-11-30 09:00:00,Inspection completed for run 1337
1338,1338,6,2024-11-30 15:00:00,Inspection completed for run 1338
1339,1339,1,2024-11-30 21:00:00,Inspection completed for run 1339
1340,1340,2,2024-12-01 03:00:00,Inspection completed for run 1340
1341,1341,3,2024-12-01 09:00:00,Inspection completed for run 1341
1342,1342,4,2024-12-01 15:00:00,Inspection completed for run 1342
1343,1343,5,2024-12-01 21:00:00,Inspection completed for run 1343
1344,1344,6,2024-12-02 03:00:00,Inspection completed for run 1344
1345,1345,1,2024-12-02 09:00:00,Inspection completed for run 1345
1346,1346,2,2024-12-02 15:00:00,Inspection completed for run 1346
1347,1347,3,2024-12-02 21:00:00,Inspection completed for run 1347
1348,1348,4,2024-12-03 03:00:00,Inspection completed for run 1348
1349,1349,5,2024-12-03 09:00:00,Inspection completed for run 1349
1350,1350,6,2024-12-03 15:00:00,Inspection completed for run 1350
1351,1351,1,2024-12-03 21:00:00,Inspection completed for run 1351
1352,1352,2,2024-12-04 03:00:00,Inspection completed for run 1352
1353,1353,3,2024-12-04 09:00:00,Inspection completed for run 1353
1354,1354,4,2024-12-04 15:00:00,Inspection completed for run 1354
1355,1355,5,2024-12-04 21:00:00,Inspection completed for run 1355
1356,1356,6,2024-12-05 03:00:00,Inspection completed for run 1356
1357,1357,1,2024-12-05 09:00:00,Inspection completed for run 1357
1358,1358,2,2024-12-05 15:00:00,Inspection completed for run 1358
1359,1359,3,2024-12-05 21:00:00,Inspection completed for run 1359
1360,1360,4,2024-12-06 03:00:00,Inspection completed for run 1360
1361,1361,5,2024-12-06 09:00:00,Inspection completed for run 1361
1362,1362,6,2024-12-06 15:00:00,Inspection completed for run 1362
1363,1363,1,2024-12-06 21:00:00,Inspection completed for run 1363
1364,1364,2,2024-12-07 03:00:00,Inspection completed for run 1364
1365,1365,3,2024-12-07 09:00:00,Inspection completed for run 1365
1366,1366,4,2024-12-07 15:00:00,Inspection completed for run 1366
1367,1367,5,2024-12-07 21:00:00,Inspection completed for run 1367
1368,1368,6,2024-12-08 03:00:00,Inspection completed for run 1368
1369,1369,1,2024-12-08 09:00:00,Inspection completed for run 1369
1370,1370,2,2024-12-08 15:00:00,Inspection completed for run 1370
1371,1371,3,2024-12-08 21:00:00,Inspection completed for run 1371
1372,1372,4,2024-12-09 03:00:00,Inspection completed for run 1372
1373,1373,5,2024-12-09 09:00:00,Inspection completed for run 1373
1374,1374,6,2024-12-09 15:00:00,Inspection completed for run 1374
1375,1375,1,2024-12-09 21:00:00,Inspection completed for run 1375
1376,1376,2,2024-12-10 03:00:00,Inspection completed for run 1376
1377,1377,3,2024-12-10 09:00:00,Inspection completed for run 1377
1378,1378,4,2024-12-10 15:00:00,Inspection completed for run 1378
1379,1379,5,2024-12-10 21:00:00,Inspection completed for run 1379
1380,1380,6,2024-12-11 03:00:00,Inspection completed for run 1380
1381,1381,1,2024-12-11 09:00:00,Inspection completed for run 1381
1382,1382,2,2024-12-11 15:00:00,Inspection completed for run 1382
1383,1383,3,2024-12-11 21:00:00,Inspection completed for run 1383
1384,1384,4,2024-12-12 03:00:00,Inspection completed for run 1384
1385,1385,5,2024-12-12 09:00:00,Inspection completed for run 1385
1386,1386,6,2024-12-12 15:00:00,Inspection completed for run 1386
1387,1387,1,2024-12-12 21:00:00,Inspection completed for run 1387
1388,1388,2,2024-12-13 03:00:00,Inspection completed for run 1388
1389,1389,3,2024-12-13 09:00:00,Inspection completed for run 1389
1390,1390,4,2024-12-13 15:00:00,Inspection completed for run 1390
1391,1391,5,2024-12-13 21:00:00,Inspection completed for run 1391
1392,1392,6,2024-12-14 03:00:00,Inspection completed for run 1392
1393,1393,1,2024-12-14 09:00:00,Inspection completed for run 1393
1394,1394,2,2024-12-14 15:00:00,Inspection completed for run 1394
1395,1395,3,2024-12-14 21:00:00,Inspection completed for run 1395
1396,1396,4,2024-12-15 03:00:00,Inspection completed for run 1396
1397,1397,5,2024-12-15 09:00:00,Inspection completed for run 1397
1398,1398,6,2024-12-15 15:00:00,Inspection completed for run 1398
1399,1399,1,2024-12-15 21:00:00,Inspection completed for run 1399
1400,1400,2,2024-12-16 03:00:00,Inspection completed for run 1400
1401,1401,3,2024-12-16 09:00:00,Inspection completed for run 1401
1402,1402,4,2024-12-16 15:00:00,Inspection completed for run 1402
1403,1403,5,2024-12-16 21:00:00,Inspection completed for run 1403
1404,1404,6,2024-12-17 03:00:00,Inspection completed for run 1404
1405,1405,1,2024-12-17 09:00:00,Inspection completed for run 1405
1406,1406,2,2024-12-17 15:00:00,Inspection completed for run 1406
1407,1407,3,2024-12-17 21:00:00,Inspection completed for run 1407
1408,1408,4,2024-12-18 03:00:00,Inspection completed for run 1408
1409,1409,5,2024-12-18 09:00:00,Inspection completed for run 1409
1410,1410,6,2024-12-18 15:00:00,Inspection completed for run 1410
1411,1411,1,2024-12-18 21:00:00,Inspection completed for run 1411
1412,1412,2,2024-12-19 03:00:00,Inspection completed for run 1412
1413,1413,3,2024-12-19 09:00:00,Inspection completed for run 1413
1414,1414,4,2024-12-19 15:00:00,Inspection completed for run 1414
1415,1415,5,2024-12-19 21:00:00,Inspection completed for run 1415
1416,1416,6,2024-12-20 03:00:00,Inspection completed for run 1416
1417,1417,1,2024-12-20 09:00:00,Inspection completed for run 1417
1418,1418,2,2024-12-20 15:00:00,Inspection completed for run 1418
1419,1419,3,2024-12-20 21:00:00,Inspection completed for run 1419
1420,1420,4,2024-12-21 03:00:00,Inspection completed for run 1420
1421,1421,5,2024-12-21 09:00:00,Inspection completed for run 1421
1422,1422,6,2024-12-21 15:00:00,Inspection completed for run 1422
1423,1423,1,2024-12-21 21:00:00,Inspection completed for run 1423
1424,1424,2,2024-12-22 03:00:00,Inspection completed for run 1424
1425,1425,3,2024-12-22 09:00:00,Inspection completed for run 1425
1426,1426,4,2024-12-22 15:00:00,Inspection completed for run 1426
1427,1427,5,2024-12-22 21:00:00,Inspection completed for run 1427
1428,1428,6,2024-12-23 03:00:00,Inspection completed for run 1428
1429,1429,1,2024-12-23 09:00:00,Inspection completed for run 1429
1430,1430,2,2024-12-23 15:00:00,Inspection completed for run 1430
1431,1431,3,2024-12-23 21:00:00,Inspection completed for run 1431
1432,1432,4,2024-12-24 03:00:00,Inspection completed for run 1432
1433,1433,5,2024-12-24 09:00:00,Inspection completed for run 1433
1434,1434,6,2024-12-24 15:00:00,Inspection completed for run 1434
1435,1435,1,2024-12-24 21:00:00,Inspection completed for run 1435
1436,1436,2,2024-12-25 03:00:00,Inspection completed for run 1436
1437,1437,3,2024-12-25 09:00:00,Inspection completed for run 1437
1438,1438,4,2024-12-25 15:00:00,Inspection completed for run 1438
1439,1439,5,2024-12-25 21:00:00,Inspection completed for run 1439
1440,1440,6,2024-12-26 03:00:00,Inspection completed for run 1440
1441,1441,1,2024-12-26 09:00:00,Inspection completed for run 1441
1442,1442,2,2024-12-26 15:00:00,Inspection completed for run 1442
1443,1443,3,2024-12-26 21:00:00,Inspection completed for run 1443
1444,1444,4,2024-12-27 03:00:00,Inspection completed for run 1444
1445,1445,5,2024-12-27 09:00:00,Inspection completed for run 1445
1446,1446,6,2024-12-27 15:00:00,Inspection completed for run 1446
1447,1447,1,2024-12-27 21:00:00,Inspection completed for run 1447
1448,1448,2,2024-12-28 03:00:00,Inspection completed for run 1448
1449,1449,3,2024-12-28 09:00:00,Inspection completed for run 1449
1450,1450,4,2024-12-28 15:00:00,Inspection completed for run 1450
1451,1451,5,2024-12-28 21:00:00,Inspection completed for run 1451
1452,1452,6,2024-12-29 03:00:00,Inspection completed for run 1452
1453,1453,1,2024-12-29 09:00:00,Inspection completed for run 1453
1454,1454,2,2024-12-29 15:00:00,Inspection completed for run 1454
1455,1455,3,2024-12-29 21:00:00,Inspection completed for run 1455
1456,1456,4,2024-12-30 03:00:00,Inspection completed for run 1456
1457,1457,5,2024-12-30 09:00:00,Inspection completed for run 1457
1458,1458,6,2024-12-30 15:00:00,Inspection completed for run 1458
1459,1459,1,2024-12-30 21:00:00,Inspection completed for run 1459
1460,1460,2,2024-12-31 03:00:00,Inspection completed for run 1460
1461,1461,3,2024-12-31 09:00:00,Inspection completed for run 1461
1462,1462,4,2024-12-31 15:00:00,Inspection completed for run 1462
1463,1463,5,2024-12-31 21:00:00,Inspection completed for run 1463
1464,1464,6,2025-01-01 03:00:00,Inspection completed for run 1464
1465,1465,1,2025-01-01 09:00:00,Inspection completed for run 1465
1466,1466,2,2025-01-01 15:00:00,Inspection completed for run 1466
1467,1467,3,2025-01-01 21:00:00,Inspection completed for run 1467
1468,1468,4,2025-01-02 03:00:00,Inspection completed for run 1468
1469,1469,5,2025-01-02 09:00:00,Inspection completed for run 1469
1470,1470,6,2025-01-02 15:00:00,Inspection completed for run 1470
1471,1471,1,2025-01-02 21:00:00,Inspection completed for run 1471
1472,1472,2,2025-01-03 03:00:00,Inspection completed for run 1472
1473,1473,3,2025-01-03 09:00:00,Inspection completed for run 1473
1474,1474,4,2025-01-03 15:00:00,Inspection completed for run 1474
1475,1475,5,2025-01-03 21:00:00,Inspection completed for run 1475
1476,1476,6,2025-01-04 03:00:00,Inspection completed for run 1476
1477,1477,1,2025-01-04 09:00:00,Inspection completed for run 1477
1478,1478,2,2025-01-04 15:00:00,Inspection completed for run 1478
1479,1479,3,2025-01-04 21:00:00,Inspection completed for run 1479
1480,1480,4,2025-01-05 03:00:00,Inspection completed for run 1480
1481,1481,5,2025-01-05 09:00:00,Inspection completed for run 1481
1482,1482,6,2025-01-05 15:00:00,Inspection completed for run 1482
1483,1483,1,2025-01-05 21:00:00,Inspection completed for run 1483
1484,1484,2,2025-01-06 03:00:00,Inspection completed for run 1484
1485,1485,3,2025-01-06 09:00:00,Inspection completed for run 1485
1486,1486,4,2025-01-06 15:00:00,Inspection completed for run 1486
1487,1487,5,2025-01-06 21:00:00,Inspection completed for run 1487
1488,1488,6,2025-01-07 03:00:00,Inspection completed for run 1488
1489,1489,1,2025-01-07 09:00:00,Inspection completed for run 1489
1490,1490,2,2025-01-07 15:00:00,Inspection completed for run 1490
1491,1491,3,2025-01-07 21:00:00,Inspection completed for run 1491
1492,1492,4,2025-01-08 03:00:00,Inspection completed for run 1492
1493,1493,5,2025-01-08 09:00:00,Inspection completed for run 1493
1494,1494,6,2025-01-08 15:00:00,Inspection completed for run 1494
1495,1495,1,2025-01-08 21:00:00,Inspection completed for run 1495
1496,1496,2,2025-01-09 03:00:00,Inspection completed for run 1496
1497,1497,3,2025-01-09 09:00:00,Inspection completed for run 1497
1498,1498,4,2025-01-09 15:00:00,Inspection completed for run 1498
1499,1499,5,2025-01-09 21:00:00,Inspection completed for run 1499
1500,1500,6,2025-01-10 03:00:00,Inspection completed for run 1500
1501,1501,1,2025-01-10 09:00:00,Inspection completed for run 1501
1502,1502,2,2025-01-10 15:00:00,Inspection completed for run 1502
1503,1503,3,2025-01-10 21:00:00,Inspection completed for run 1503
1504,1504,4,2025-01-11 03:00:00,Inspection completed for run 1504
1505,1505,5,2025-01-11 09:00:00,Inspection completed for run 1505
1506,1506,6,2025-01-11 15:00:00,Inspection completed for run 1506
1507,1507,1,2025-01-11 21:00:00,Inspection completed for run 1507
1508,1508,2,2025-01-12 03:00:00,Inspection completed for run 1508
1509,1509,3,2025-01-12 09:00:00,Inspection completed for run 1509
1510,1510,4,2025-01-12 15:00:00,Inspection completed for run 1510
1511,1511,5,2025-01-12 21:00:00,Inspection completed for run 1511
1512,1512,6,2025-01-13 03:00:00,Inspection completed for run 1512
1513,1513,1,2025-01-13 09:00:00,Inspection completed for run 1513
1514,1514,2,2025-01-13 15:00:00,Inspection completed for run 1514
1515,1515,3,2025-01-13 21:00:00,Inspection completed for run 1515
1516,1516,4,2025-01-14 03:00:00,Inspection completed for run 1516
1517,1517,5,2025-01-14 09:00:00,Inspection completed for run 1517
1518,1518,6,2025-01-14 15:00:00,Inspection completed for run 1518
1519,1519,1,2025-01-14 21:00:00,Inspection completed for run 1519
1520,1520,2,2025-01-15 03:00:00,Inspection completed for run 1520
1521,1521,3,2025-01-15 09:00:00,Inspection completed for run 1521
1522,1522,4,2025-01-15 15:00:00,Inspection completed for run 1522
1523,1523,5,2025-01-15 21:00:00,Inspection completed for run 1523
1524,1524,6,2025-01-16 03:00:00,Inspection completed for run 1524
1525,1525,1,2025-01-16 09:00:00,Inspection completed for run 1525
1526,1526,2,2025-01-16 15:00:00,Inspection completed for run 1526
1527,1527,3,2025-01-16 21:00:00,Inspection completed for run 1527
1528,1528,4,2025-01-17 03:00:00,Inspection completed for run 1528
1529,1529,5,2025-01-17 09:00:00,Inspection completed for run 1529
1530,1530,6,2025-01-17 15:00:00,Inspection completed for run 1530
1531,1531,1,2025-01-17 21:00:00,Inspection completed for run 1531
1532,1532,2,2025-01-18 03:00:00,Inspection completed for run 1532
1533,1533,3,2025-01-18 09:00:00,Inspection completed for run 1533
1534,1534,4,2025-01-18 15:00:00,Inspection completed for run 1534
1535,1535,5,2025-01-18 21:00:00,Inspection completed for run 1535
1536,1536,6,2025-01-19 03:00:00,Inspection completed for run 1536
1537,1537,1,2025-01-19 09:00:00,Inspection completed for run 1537
1538,1538,2,2025-01-19 15:00:00,Inspection completed for run 1538
1539,1539,3,2025-01-19 21:00:00,Inspection completed for run 1539
1540,1540,4,2025-01-20 03:00:00,Inspection completed for run 1540
1541,1541,5,2025-01-20 09:00:00,Inspection completed for run 1541
1542,1542,6,2025-01-20 15:00:00,Inspection completed for run 1542
1543,1543,1,2025-01-20 21:00:00,Inspection completed for run 1543
1544,1544,2,2025-01-21 03:00:00,Inspection completed for run 1544
1545,1545,3,2025-01-21 09:00:00,Inspection completed for run 1545
1546,1546,4,2025-01-21 15:00:00,Inspection completed for run 1546
1547,1547,5,2025-01-21 21:00:00,Inspection completed for run 1547
1548,1548,6,2025-01-22 03:00:00,Inspection completed for run 1548
1549,1549,1,2025-01-22 09:00:00,Inspection completed for run 1549
1550,1550,2,2025-01-22 15:00:00,Inspection completed for run 1550
1551,1551,3,2025-01-22 21:00:00,Inspection completed for run 1551
1552,1552,4,2025-01-23 03:00:00,Inspection completed for run 1552
1553,1553,5,2025-01-23 09:00:00,Inspection completed for run 1553
1554,1554,6,2025-01-23 15:00:00,Inspection completed for run 1554
1555,1555,1,2025-01-23 21:00:00,Inspection completed for run 1555
1556,1556,2,2025-01-24 03:00:00,Inspection completed for run 1556
1557,1557,3,2025-01-24 09:00:00,Inspection completed for run 1557
