RunID,LineID,RunTimestamp,ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
1033,1,2024-09-15 08:00:00,225.0,18138.25,82.05,1.0,1.0503,76.26,9.0,2.92,4.68,0.0425,94.41,4,4078.21,0.2116,6.04,267.17,No Defect
1034,2,2024-09-15 14:00:00,846.0,13086.42,88.21,0.0,4.3186,89.22,13.0,0.18,7.65,0.0414,89.53,0,4926.46,0.3945,3.64,303.62,Defect
1035,3,2024-09-15 20:00:00,142.0,9237.09,98.66,5.0,2.3633,98.62,5.0,1.12,7.6,0.0304,81.54,7,1556.3,0.4122,7.18,121.28,No Defect
1036,4,2024-09-16 02:00:00,851.0,11378.42,92.75,4.0,1.6416,92.37,19.0,4.53,9.95,0.0877,89.92,5,1890.08,0.3115,8.24,488.64,Defect
1037,5,2024-09-16 08:00:00,982.0,5563.57,96.04,5.0,4.414,97.61,21.0,2.72,5.76,0.0548,86.69,7,3157.07,0.1484,6.53,123.27,Defect
1038,6,2024-09-16 14:00:00,210.0,6918.0,89.33,1.0,2.4441,65.62,6.0,2.18,7.9,0.0579,93.15,1,1943.53,0.4735,2.82,171.53,Defect
1039,1,2024-09-16 20:00:00,860.0,16483.2,87.23,1.0,4.1376,62.85,5.0,2.08,2.39,0.0662,83.65,9,1138.2,0.4379,1.99,371.28,Defect
1040,2,2024-09-17 02:00:00,762.0,5000.17,82.17,3.0,1.6853,82.31,16.0,4.44,5.7,0.03,87.88,7,2609.15,0.1562,8.74,162.2,Defect
1041,3,2024-09-17 08:00:00,282.0,11248.49,97.52,0.0,0.5177,71.61,20.0,1.84,3.49,0.0433,99.32,5,2150.58,0.1227,3.11,142.75,Defect
1042,4,2024-09-17 14:00:00,947.0,12837.65,95.66,2.0,2.7296,93.12,23.0,4.3,8.72,0.0742,81.78,0,2055.04,0.3143,1.18,161.45,Defect
1043,5,2024-09-17 20:00:00,194.0,5819.52,83.36,5.0,0.951,86.88,7.0,1.55,8.72,0.0985,92.05,0,4812.69,0.2137,6.79,124.77,No Defect
1044,6,2024-09-18 02:00:00,473.0,19596.17,90.25,1.0,3.8947,98.83,11.0,2.66,3.89,0.0034,81.81,9,1953.82,0.2133,2.38,200.53,Defect
1045,1,2024-09-18 08:00:00,619.0,8391.88,89.75,4.0,1.7423,70.19,3.0,0.72,4.55,0.0043,83.14,4,1517.73,0.1349,9.92,208.45,Defect
1046,2,2024-09-18 14:00:00,999.0,9562.98,92.5,5.0,2.4964,79.43,9.0,4.13,7.62,0.0428,92.1,6,1501.28,0.4814,8.83,299.45,Defect
1047,3,2024-09-18 20:00:00,459.0,9559.14,98.92,3.0,0.8917,80.05,5.0,3.68,7.91,0.066,88.88,3,4225.3,0.4321,6.48,275.49,No Defect
1048,4,2024-09-19 02:00:00,999.0,8456.25,91.6,3.0,1.79,69.57,6.0,2.65,7.26,0.0386,90.97,9,3859.39,0.1455,8.5,289.49,Defect
1049,5,2024-09-19 08:00:00,795.0,5022.11,90.8,1.0,4.0167,83.6,20.0,0.13,9.97,0.1,97.6,4,1517.94,0.4506,5.23,346.42,Defect
1050,6,2024-09-19 14:00:00,380.0,15940.17,81.01,1.0,1.1821,77.73,7.0,2.41,8.95,0.0195,96.34,9,1879.01,0.3732,8.1,192.38,No Defect
1051,1,2024-09-19 20:00:00,294.0,19502.68,81.26,1.0,3.4122,77.87,2.0,1.13,5.34,0.0008,97.76,2,3989.37,0.2302,6.82,153.88,Defect
1052,2,2024-09-20 02:00:00,963.0,8364.4,83.75,2.0,4.6284,74.51,7.0,2.07,4.62,0.019,92.33,1,2098.47,0.4485,1.26,451.55,Defect
1053,3,2024-09-20 08:00:00,294.0,14945.71,80.65,1.0,3.5593,60.68,14.0,4.28,6.77,0.0887,89.79,1,4926.17,0.3392,9.54,353.58,Defect
1054,4,2024-09-20 14:00:00,766.0,16128.44,94.87,5.0,4.1496,80.88,20.0,3.85,8.54,0.0145,89.18,4,3162.28,0.4395,8.75,124.27,Defect
1055,5,2024-09-20 20:00:00,192.0,17726.38,94.47,5.0,0.9904,73.41,0.0,1.21,5.8,0.0479,94.8,3,1768.03,0.2877,9.58,484.42,Defect
1056,6,2024-09-21 02:00:00,771.0,11339.44,82.72,0.0,1.6283,60.05,12.0,4.92,7.9,0.0419,90.43,1,4435.23,0.3003,7.58,377.23,Defect
1057,1,2024-09-21 08:00:00,160.0,9543.96,96.72,4.0,4.5254,72.32,21.0,4.52,2.15,0.0666,82.12,4,2277.9,0.2164,4.71,160.68,Defect
1058,2,2024-09-21 14:00:00,733.0,9879.43,83.1,1.0,3.718,71.15,17.0,2.64,9.41,0.0055,82.84,9,2155.23,0.2551,2.86,487.65,Defect
1059,3,2024-09-21 20:00:00,150.0,15689.32,86.02,5.0,3.378,75.74,14.0,2.65,8.19,0.0659,87.14,8,2309.76,0.3271,2.62,246.16,Defect
1060,4,2024-09-22 02:00:00,502.0,17251.69,84.98,5.0,3.487,65.27,6.0,4.51,5.15,0.0355,81.36,7,4072.79,0.4788,2.3,493.8,Defect
1061,5,2024-09-22 08:00:00,888.0,7724.21,87.45,5.0,2.3639,80.31,14.0,3.18,5.07,0.0926,84.78,8,1692.85,0.34,2.99,141.31,Defect
1062,6,2024-09-22 14:00:00,104.0,10564.12,85.09,2.0,0.7005,87.7,2.0,2.68,2.82,0.0849,93.13,8,2527.14,0.159,5.96,163.99,No Defect
1063,1,2024-09-22 20:00:00,565.0,18529.1,89.78,4.0,4.03,85.21,13.0,3.75,8.53,0.04,80.25,7,1123.33,0.1028,7.15,362.97,Defect
1064,2,2024-09-23 02:00:00,703.0,17100.4,88.15,3.0,3.5542,92.15,19.0,1.18,8.15,0.0993,92.08,8,4306.51,0.4404,3.83,108.86,Defect
1065,3,2024-09-23 08:00:00,781.0,19772.88,99.73,5.0,2.6276,78.08,3.0,4.39,7.04,0.0052,95.45,3,2362.88,0.2457,5.94,107.48,No Defect
1066,4,2024-09-23 14:00:00,928.0,16313.72,81.12,1.0,4.5489,80.76,3.0,2.66,2.81,0.0789,83.4,7,1992.69,0.226,4.07,416.79,Defect
1067,5,2024-09-23 20:00:00,633.0,10897.93,82.84,5.0,2.0127,92.42,2.0,3.02,4.1,0.0434,83.62,1,3319.57,0.4203,7.27,167.11,No Defect
1068,6,2024-09-24 02:00:00,504.0,13859.57,81.06,4.0,1.8244,77.11,4.0,0.45,5.67,0.0433,80.58,8,3819.97,0.4781,9.9,467.52,No Defect
1069,1,2024-09-24 08:00:00,937.0,14915.21,92.52,3.0,4.4276,88.06,10.0,1.55,4.13,0.017,90.25,8,4251.58,0.3992,7.2,270.36,Defect
1070,2,2024-09-24 14:00:00,612.0,6176.84,81.09,2.0,4.0864,77.38,7.0,2.13,5.47,0.0515,93.09,2,2391.14,0.1695,1.53,449.46,Defect
1071,3,2024-09-24 20:00:00,744.0,13167.45,96.73,0.0,2.8174,76.71,1.0,2.07,3.81,0.0085,89.14,5,4249.2,0.2566,5.3,267.11,No Defect
1072,4,2024-09-25 02:00:00,332.0,15639.81,90.24,1.0,1.0883,90.41,15.0,3.89,4.8,0.0617,87.79,6,2859.52,0.4038,7.93,312.09,Defect
1073,5,2024-09-25 08:00:00,623.0,7509.82,90.54,0.0,1.4678,66.99,9.0,1.41,7.22,0.0242,89.09,2,1404.57,0.4628,5.88,226.61,Defect
1074,6,2024-09-25 14:00:00,445.0,16709.48,91.23,2.0,3.453,73.54,17.0,0.91,9.14,0.0725,95.63,4,4385.23,0.4994,9.56,363.23,Defect
1075,1,2024-09-25 20:00:00,145.0,13756.59,83.42,4.0,2.2327,68.97,6.0,2.91,5.08,0.0607,80.67,0,3190.54,0.3046,1.49,227.28,Defect
1076,2,2024-09-26 02:00:00,645.0,19283.33,83.95,4.0,4.2641,74.36,4.0,3.08,7.54,0.0746,95.68,2,3409.88,0.429,3.62,189.27,Defect
1077,3,2024-09-26 08:00:00,177.0,5636.33,86.38,2.0,4.7748,69.21,6.0,0.61,3.08,0.075,93.33,7,4749.97,0.1187,2.99,132.42,Defect
1078,4,2024-09-26 14:00:00,829.0,8979.89,91.87,5.0,4.1254,83.18,20.0,0.01,6.33,0.0197,84.83,2,3236.61,0.2143,7.91,123.07,Defect
1079,5,2024-09-26 20:00:00,912.0,14023.31,84.2,2.0,2.199,91.93,5.0,4.59,9.37,0.0001,90.49,7,1022.33,0.2486,5.71,222.39,Defect
1080,6,2024-09-27 02:00:00,172.0,9448.4,82.33,1.0,4.0491,91.46,23.0,0.4,2.22,0.0366,80.99,8,4482.46,0.4902,2.25,394.59,Defect
1081,1,2024-09-27 08:00:00,893.0,15716.36,99.4,3.0,2.0815,74.58,0.0,4.49,4.14,0.0919,87.59,5,2139.0,0.1014,3.57,182.25,Defect
1082,2,2024-09-27 14:00:00,348.0,16385.08,80.44,0.0,1.252,99.55,10.0,2.0,3.06,0.0578,83.48,6,3007.07,0.2232,5.7,219.69,No Defect
1083,3,2024-09-27 20:00:00,146.0,6537.74,96.05,0.0,0.6503,83.75,12.0,3.27,6.26,0.0728,80.45,5,1819.55,0.4722,9.97,462.07,Defect
1084,4,2024-09-28 02:00:00,220.0,12707.82,95.76,4.0,2.2357,75.98,11.0,0.93,7.44,0.088,87.14,7,2187.93,0.2227,4.28,355.66,Defect
1085,5,2024-09-28 08:00:00,313.0,12633.36,85.94,5.0,4.566,93.42,0.0,4.12,2.46,0.0906,94.52,6,3746.6,0.19,2.41,467.89,Defect
1086,6,2024-09-28 14:00:00,338.0,10539.21,82.71,4.0,1.5754,89.19,20.0,0.9,2.56,0.0529,98.42,9,2718.29,0.392,5.47,464.49,Defect
1087,1,2024-09-28 20:00:00,155.0,18993.87,82.91,1.0,1.4293,89.97,14.0,1.93,8.96,0.0541,93.25,0,3508.52,0.3981,3.79,125.36,Defect
1088,2,2024-09-29 02:00:00,449.0,17412.59,93.95,2.0,4.8642,67.85,0.0,1.19,5.65,0.0851,88.04,2,4294.3,0.2889,6.09,482.0,Defect
1089,3,2024-09-29 08:00:00,206.0,15458.14,92.86,0.0,0.6125,78.73,2.0,4.19,5.7,0.0807,99.99,2,2363.29,0.4788,5.2,120.47,No Defect
1090,4,2024-09-29 14:00:00,930.0,15714.9,95.65,1.0,4.036,94.47,14.0,4.29,9.56,0.0699,85.66,2,3273.36,0.1811,7.21,470.25,Defect
1091,5,2024-09-29 20:00:00,147.0,11925.74,98.75,4.0,1.9462,80.16,8.0,1.86,4.56,0.0604,83.74,3,4110.35,0.4654,9.23,318.69,No Defect
1092,6,2024-09-30 02:00:00,672.0,18814.92,93.84,4.0,0.6687,87.34,13.0,1.54,9.18,0.0617,89.27,0,3860.49,0.4022,2.8,313.28,Defect
1093,1,2024-09-30 08:00:00,436.0,15418.93,83.12,0.0,4.6301,83.52,22.0,3.87,9.79,0.0363,90.1,1,3159.37,0.2473,8.39,385.31,Defect
1094,2,2024-09-30 14:00:00,125.0,15934.72,84.87,4.0,1.1284,93.69,21.0,4.39,3.93,0.0841,87.1,4,2533.53,0.4228,9.54,451.68,Defect
1095,3,2024-09-30 20:00:00,903.0,17925.36,96.84,5.0,2.983,71.38,23.0,3.12,6.11,0.0618,93.91,5,2630.01,0.1533,4.36,346.8,Defect
1096,4,2024-10-01 02:00:00,356.0,9111.07,84.19,4.0,1.7332,83.02,7.0,4.64,6.27,0.0224,83.68,8,2732.54,0.1524,2.02,270.16,No Defect
1097,5,2024-10-01 08:00:00,107.0,17106.06,81.45,3.0,0.7934,64.93,21.0,1.92,8.93,0.024,90.21,1,2395.38,0.472,8.4,144.76,Defect
1098,6,2024-10-01 14:00:00,724.0,7928.61,94.07,2.0,0.7247,87.61,3.0,0.76,4.43,0.0862,90.0,8,3796.3,0.1379,7.31,415.68,No Defect
1099,1,2024-10-01 20:00:00,966.0,10180.13,88.05,4.0,1.02,89.28,19.0,0.9,8.38,0.0626,96.48,6,1501.66,0.1016,2.91,151.32,Defect
1100,2,2024-10-02 02:00:00,352.0,10034.16,98.4,3.0,0.8212,61.71,19.0,3.35,9.77,0.0399,98.54,8,4869.82,0.2556,5.01,390.55,Defect
1101,3,2024-10-02 08:00:00,791.0,19677.88,93.01,1.0,3.9225,87.03,5.0,2.04,8.72,0.0187,93.27,3,4115.94,0.1415,6.2,311.17,Defect
1102,4,2024-10-02 14:00:00,818.0,17848.06,81.81,4.0,2.685,76.59,0.0,0.78,9.27,0.061,86.11,6,2192.65,0.4452,2.53,254.33,Defect
1103,5,2024-10-02 20:00:00,402.0,15517.55,98.96,5.0,2.043,64.96,17.0,1.46,7.67,0.0184,93.79,0,1170.19,0.4691,7.43,345.19,Defect
1104,6,2024-10-03 02:00:00,738.0,15905.85,85.17,1.0,2.3827,76.8,5.0,2.65,9.23,0.047,85.03,7,3845.21,0.293,7.21,408.94,No Defect
1105,1,2024-10-03 08:00:00,155.0,13431.09,86.74,4.0,4.6803,67.77,13.0,0.61,3.32,0.0678,99.33,6,3937.44,0.2702,8.98,476.46,Defect
1106,2,2024-10-03 14:00:00,825.0,19206.36,88.05,0.0,4.5984,76.62,10.0,0.02,7.7,0.0565,96.45,6,4854.49,0.3156,6.11,205.88,Defect
1107,3,2024-10-03 20:00:00,625.0,12443.88,81.02,3.0,3.7205,75.37,16.0,4.59,7.86,0.0922,88.62,1,2014.82,0.1905,6.17,478.85,Defect
1108,4,2024-10-04 02:00:00,573.0,10707.77,89.93,3.0,4.4811,89.54,8.0,1.52,5.51,0.004,95.69,9,1330.9,0.2192,6.57,484.38,Defect
1109,5,2024-10-04 08:00:00,127.0,7445.53,82.47,0.0,1.9384,90.97,21.0,1.11,2.64,0.028,88.17,8,4660.54,0.1404,3.46,425.45,Defect
1110,6,2024-10-04 14:00:00,177.0,16793.08,88.02,2.0,2.215,84.28,6.0,3.49,6.98,0.0057,81.49,7,2034.6,0.2786,7.83,452.57,No Defect
1111,1,2024-10-04 20:00:00,315.0,16016.66,87.01,5.0,3.2617,60.91,13.0,4.27,2.42,0.0195,94.14,0,3886.13,0.3447,6.96,376.97,Defect
1112,2,2024-10-05 02:00:00,485.0,10765.33,95.46,3.0,3.3063,97.24,16.0,3.16,5.06,0.0124,88.09,0,1242.64,0.4721,8.55,115.64,Defect
1113,3,2024-10-05 08:00:00,464.0,5377.9,96.06,1.0,2.6676,87.45,7.0,1.27,5.15,0.0733,98.61,4,4042.34,0.3956,7.92,330.03,No Defect
1114,4,2024-10-05 14:00:00,765.0,17584.96,83.07,5.0,2.303,61.37,15.0,4.31,9.99,0.0369,86.13,1,1508.1,0.3892,6.75,398.88,Defect
1115,5,2024-10-05 20:00:00,625.0,5171.27,87.33,3.0,4.9378,92.75,11.0,2.55,4.4,0.0925,96.87,0,3782.35,0.2232,2.45,476.68,Defect
1116,6,2024-10-06 02:00:00,798.0,15555.5,87.47,2.0,4.1951,68.01,11.0,1.91,8.56,0.0023,93.61,9,3129.37,0.4553,9.27,328.18,Defect
1117,1,2024-10-06 08:00:00,411.0,19553.86,83.03,1.0,2.4574,83.17,4.0,3.02,2.43,0.0653,97.07,7,4821.95,0.4788,4.3,417.68,No Defect
1118,2,2024-10-06 14:00:00,982.0,11564.92,95.97,5.0,3.7728,78.67,4.0,3.5,6.24,0.0971,85.84,3,1147.67,0.4729,9.68,382.02,Defect
1119,3,2024-10-06 20:00:00,106.0,8524.6,94.14,1.0,1.713,76.79,13.0,2.97,6.29,0.0176,89.23,1,2168.19,0.1155,4.62,212.32,Defect
1120,4,2024-10-07 02:00:00,102.0,15573.07,83.81,0.0,0.9508,95.59,5.0,4.6,7.03,0.0442,96.46,4,1278.04,0.3417,2.31,161.89,No Defect
1121,5,2024-10-07 08:00:00,722.0,17256.92,87.33,4.0,2.0859,77.49,6.0,3.14,8.48,0.0702,92.88,5,4516.79,0.3573,8.96,400.36,No Defect
1122,6,2024-10-07 14:00:00,849.0,13196.45,82.12,0.0,2.3134,63.01,22.0,4.39,8.1,0.0633,87.2,7,3375.6,0.218,8.16,193.51,Defect
1123,1,2024-10-07 20:00:00,462.0,19505.53,92.56,5.0,0.5744,97.87,20.0,2.93,8.09,0.0566,90.24,6,3139.88,0.497,8.08,197.88,Defect
1124,2,2024-10-08 02:00:00,850.0,5775.03,82.43,4.0,4.1666,96.82,16.0,1.65,5.46,0.0327,99.92,6,1525.83,0.2165,1.8,357.58,Defect
1125,3,2024-10-08 08:00:00,607.0,12571.93,99.72,0.0,2.1164,87.38,8.0,2.66,7.82,0.0728,94.84,0,2956.13,0.1866,8.91,415.63,No Defect
1126,4,2024-10-08 14:00:00,373.0,15776.81,95.61,4.0,3.1119,78.72,21.0,0.43,5.93,0.0653,92.29,2,2594.81,0.2937,6.37,332.93,Defect
1127,5,2024-10-08 20:00:00,605.0,17939.61,87.8,3.0,0.8328,63.71,12.0,1.15,2.54,0.0163,96.56,2,2263.01,0.2293,5.23,453.99,Defect
1128,6,2024-10-09 02:00:00,905.0,7688.83,91.57,1.0,1.2875,91.63,8.0,3.83,9.12,0.0964,88.84,6,4088.76,0.4696,9.22,184.58,Defect
1129,1,2024-10-09 08:00:00,838.0,17000.05,98.23,4.0,4.5036,63.02,15.0,3.31,9.12,0.0556,99.0,1,1245.1,0.276,6.99,200.97,Defect
1130,2,2024-10-09 14:00:00,982.0,13290.61,91.08,3.0,3.2391,62.74,3.0,0.83,4.58,0.0525,91.04,9,3586.74,0.2641,2.2,354.78,Defect
1131,3,2024-10-09 20:00:00,114.0,10948.31,83.49,2.0,4.7763,81.5,1.0,2.19,9.31,0.0848,86.54,6,4291.97,0.3503,5.68,431.75,Defect
1132,4,2024-10-10 02:00:00,291.0,6975.73,87.57,0.0,4.9944,66.41,12.0,0.71,8.06,0.064,81.72,8,4629.23,0.1324,6.73,315.74,Defect
1133,5,2024-10-10 08:00:00,730.0,17979.44,96.86,2.0,2.1734,60.31,12.0,4.28,5.21,0.0074,87.51,0,3983.67,0.4027,9.09,104.15,Defect
1134,6,2024-10-10 14:00:00,584.0,7359.1,92.88,5.0,1.8446,76.92,18.0,0.55,4.65,0.0507,91.37,1,2129.82,0.4074,3.52,370.78,Defect
1135,1,2024-10-10 20:00:00,127.0,9646.82,93.01,3.0,4.3626,65.49,11.0,3.27,9.8,0.0781,94.06,5,3402.03,0.2896,8.15,425.43,Defect
1136,2,2024-10-11 02:00:00,813.0,9350.68,97.34,2.0,4.9938,66.42,3.0,3.04,7.7,0.07,97.5,1,1565.61,0.4823,8.2,210.62,Defect
1137,3,2024-10-11 08:00:00,138.0,18071.21,97.88,2.0,3.3334,63.08,9.0,2.36,5.03,0.0971,98.88,1,1468.24,0.3317,2.15,121.68,Defect
1138,4,2024-10-11 14:00:00,372.0,15090.54,98.4,3.0,4.0781,68.2,15.0,1.39,7.14,0.0025,82.05,4,3554.5,0.3781,1.16,307.18,Defect
1139,5,2024-10-11 20:00:00,330.0,16950.22,81.9,1.0,4.0179,88.62,23.0,2.02,6.57,0.0261,92.02,6,4404.43,0.4697,6.23,116.86,Defect
1140,6,2024-10-12 02:00:00,185.0,8757.02,90.88,4.0,2.099,92.36,18.0,4.03,6.2,0.0549,93.33,3,1268.99,0.3665,8.11,266.41,Defect
1141,1,2024-10-12 08:00:00,573.0,14373.11,94.81,5.0,3.0842,78.1,7.0,3.81,7.16,0.0619,83.44,5,1424.01,0.2727,5.99,107.13,Defect
1142,2,2024-10-12 14:00:00,225.0,13576.19,95.14,5.0,4.2488,80.26,5.0,3.69,6.3,0.0274,90.91,2,3262.43,0.1099,8.32,189.99,Defect
1143,3,2024-10-12 20:00:00,911.0,17492.46,92.13,0.0,3.5965,61.31,3.0,3.75,7.24,0.0827,86.7,3,1872.85,0.3913,6.6,255.53,Defect
1144,4,2024-10-13 02:00:00,636.0,18591.31,83.34,4.0,0.5952,62.77,6.0,0.72,9.26,0.0164,81.55,3,3447.27,0.4859,6.88,144.68,Defect
1145,5,2024-10-13 08:00:00,244.0,5182.35,95.95,0.0,2.0152,70.3,13.0,0.5,9.95,0.0001,81.32,3,1858.18,0.2881,1.25,145.66,Defect
1146,6,2024-10-13 14:00:00,624.0,15110.3,94.4,5.0,1.1501,81.76,12.0,4.31,7.67,0.0952,95.18,0,1465.93,0.2359,1.8,430.82,Defect
1147,1,2024-10-13 20:00:00,311.0,5777.54,81.72,4.0,1.5484,89.58,20.0,4.19,9.42,0.0392,92.31,3,3182.3,0.3077,7.53,116.57,Defect
1148,2,2024-10-14 02:00:00,124.0,13232.88,89.28,2.0,4.5747,84.2,4.0,3.41,8.87,0.0957,94.3,3,4448.78,0.3914,7.87,375.59,Defect
1149,3,2024-10-14 08:00:00,679.0,9314.49,83.48,1.0,0.666,75.69,8.0,3.03,4.36,0.0278,93.71,5,3740.49,0.1003,5.88,425.79,No Defect
1150,4,2024-10-14 14:00:00,493.0,9601.65,86.75,2.0,1.4891,64.73,2.0,1.83,9.46,0.0063,82.69,8,4274.9,0.4549,6.31,152.29,Defect
1151,5,2024-10-14 20:00:00,166.0,10294.38,80.36,1.0,1.8931,91.23,9.0,1.12,2.57,0.0773,83.03,9,2065.34,0.4545,6.53,178.15,No Defect
1152,6,2024-10-15 02:00:00,332.0,14319.39,88.01,3.0,3.276,74.55,14.0,3.34,4.64,0.0836,85.05,5,4543.91,0.3165,1.94,356.6,Defect
1153,1,2024-10-15 08:00:00,208.0,10010.75,91.0,0.0,2.9035,89.44,19.0,4.57,7.12,0.0492,87.98,5,2508.16,0.149,7.01,226.26,Defect
1154,2,2024-10-15 14:00:00,245.0,15990.49,92.39,0.0,1.4822,80.52,20.0,2.18,6.22,0.0074,98.78,6,4409.79,0.3687,5.31,290.57,Defect
1155,3,2024-10-15 20:00:00,210.0,11067.91,93.27,3.0,1.2391,89.55,16.0,1.52,6.34,0.0654,93.48,6,2884.7,0.1551,6.42,434.4,Defect
1156,4,2024-10-16 02:00:00,327.0,6025.3,96.73,4.0,1.5656,96.29,22.0,1.35,8.36,0.0182,85.1,0,2071.43,0.303,6.07,155.19,Defect
1157,5,2024-10-16 08:00:00,210.0,16756.4,84.31,3.0,2.7614,96.84,23.0,0.12,3.56,0.0849,81.12,7,2041.04,0.1375,7.87,347.86,Defect
1158,6,2024-10-16 14:00:00,569.0,9286.37,82.41,5.0,1.7203,81.4,5.0,2.6,9.86,0.0274,93.68,0,3270.67,0.3356,3.87,476.96,No Defect
1159,1,2024-10-16 20:00:00,133.0,11491.5,97.03,3.0,4.7642,80.46,2.0,4.94,5.5,0.0848,92.51,8,1316.04,0.2272,4.36,122.99,Defect
1160,2,2024-10-17 02:00:00,722.0,15281.66,83.13,1.0,2.5874,70.63,17.0,4.08,9.6,0.0427,93.52,3,4720.22,0.4324,4.52,124.0,Defect
1161,3,2024-10-17 08:00:00,875.0,9986.84,99.5,5.0,0.7646,97.43,4.0,4.49,5.06,0.0596,85.22,8,2085.85,0.42,7.86,321.9,Defect
1162,4,2024-10-17 14:00:00,468.0,5848.78,96.85,3.0,3.7817,78.32,12.0,3.11,6.81,0.079,90.34,7,2342.5,0.4994,4.88,484.03,Defect
1163,5,2024-10-17 20:00:00,847.0,10608.82,90.02,0.0,1.9798,65.1,0.0,2.41,5.6,0.004,87.23,8,1933.21,0.203,2.59,188.19,Defect
1164,6,2024-10-18 02:00:00,694.0,19166.73,99.63,2.0,3.4407,77.31,16.0,4.95,7.41,0.0821,96.35,5,1012.03,0.1247,9.85,232.32,Defect
1165,1,2024-10-18 08:00:00,653.0,14626.02,81.95,1.0,1.7582,65.08,2.0,2.24,3.47,0.0139,81.39,8,3770.2,0.2772,5.44,139.46,Defect
1166,2,2024-10-18 14:00:00,524.0,15072.19,86.06,1.0,3.0683,80.1,18.0,4.58,5.21,0.0358,85.51,3,3362.21,0.1334,1.98,244.9,Defect
1167,3,2024-10-18 20:00:00,712.0,14484.23,92.76,4.0,3.9747,82.45,20.0,3.81,2.55,0.0473,92.06,2,4238.58,0.1714,7.03,117.73,Defect
1168,4,2024-10-19 02:00:00,617.0,7984.88,87.0,2.0,4.676,73.51,19.0,1.65,6.78,0.0895,84.1,2,1164.04,0.3389,7.65,255.64,Defect
1169,5,2024-10-19 08:00:00,791.0,11275.01,98.57,1.0,1.6751,62.87,21.0,2.52,9.7,0.0022,93.45,7,4714.62,0.3369,5.5,322.2,Defect
1170,6,2024-10-19 14:00:00,381.0,16264.1,81.31,3.0,2.0069,97.74,11.0,1.92,2.37,0.0559,82.74,1,2323.55,0.1173,6.82,490.0,Defect
1171,1,2024-10-19 20:00:00,419.0,6520.59,90.99,1.0,2.5892,90.93,7.0,0.68,7.28,0.0643,80.46,5,4652.28,0.2772,2.55,427.36,No Defect
1172,2,2024-10-20 02:00:00,837.0,9167.79,91.82,1.0,4.6723,93.56,7.0,1.78,8.2,0.0317,97.27,8,1428.53,0.3121,4.31,428.83,Defect
1173,3,2024-10-20 08:00:00,542.0,9144.79,93.05,1.0,4.5562,74.67,14.0,4.44,3.7,0.029,86.67,8,3975.68,0.2072,2.46,191.26,Defect
1174,4,2024-10-20 14:00:00,414.0,11480.28,85.11,4.0,0.9045,90.43,10.0,3.76,4.18,0.049,83.14,7,3317.43,0.4488,4.49,134.89,No Defect
1175,5,2024-10-20 20:00:00,976.0,19705.53,87.29,1.0,1.0937,79.41,19.0,1.39,3.61,0.0187,83.45,7,2432.76,0.1644,6.07,341.23,Defect
1176,6,2024-10-21 02:00:00,840.0,6012.54,96.87,1.0,2.7298,68.04,0.0,1.84,4.38,0.0468,97.72,0,1316.57,0.2016,4.98,308.46,Defect
1177,1,2024-10-21 08:00:00,476.0,12780.51,83.9,4.0,0.9798,64.98,15.0,3.08,2.88,0.0765,93.09,6,3418.95,0.1628,6.34,306.6,Defect
1178,2,2024-10-21 14:00:00,388.0,7690.47,96.54,5.0,2.0551,73.8,13.0,2.08,4.96,0.0845,99.13,0,1105.76,0.1466,5.52,143.6,Defect
1179,3,2024-10-21 20:00:00,536.0,19560.15,91.25,2.0,1.1677,65.5,6.0,2.52,4.95,0.0385,96.0,8,3005.13,0.4516,3.86,297.55,Defect
1180,4,2024-10-22 02:00:00,761.0,6699.55,95.24,5.0,3.3622,99.93,5.0,3.49,8.46,0.0617,95.35,2,3416.83,0.2111,2.29,160.14,Defect
1181,5,2024-10-22 08:00:00,376.0,11054.02,94.27,0.0,4.7727,61.97,20.0,2.34,8.41,0.0,90.0,0,3930.09,0.389,3.27,268.85,Defect
1182,6,2024-10-22 14:00:00,809.0,16068.27,84.15,4.0,4.9853,77.65,3.0,0.95,8.37,0.055,96.42,7,4965.34,0.2712,2.81,124.87,Defect
1183,1,2024-10-22 20:00:00,681.0,15568.32,91.38,4.0,2.1886,78.08,21.0,2.6,6.54,0.0975,88.25,6,2040.37,0.3543,7.37,442.76,Defect
1184,2,2024-10-23 02:00:00,602.0,11340.93,97.35,1.0,3.1956,72.03,7.0,1.78,4.61,0.0312,96.54,1,2289.56,0.4713,8.38,105.27,Defect
1185,3,2024-10-23 08:00:00,723.0,10197.86,88.64,1.0,4.3532,82.85,21.0,1.45,5.29,0.0595,95.15,6,2364.58,0.4378,7.48,475.73,Defect
1186,4,2024-10-23 14:00:00,615.0,10964.19,99.33,0.0,1.0286,66.0,18.0,1.64,4.54,0.0762,93.57,4,3926.33,0.1276,6.79,445.16,Defect
1187,5,2024-10-23 20:00:00,449.0,8964.14,89.04,1.0,3.603,91.36,2.0,2.2,6.66,0.0609,86.59,6,4727.28,0.4381,3.77,401.04,Defect
